contentid,contenttypeid,booktour,createdtime,homepage,modifiedtime,tel,telname,title,firstimage,firstimage2,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview,accomcount,chkbabycarriage,chkcreditcard,chkpet,expagerange,expguide,heritage1,heritage2,heritage3,infocenter,opendate,parking,restdate,useseason,usetime
761181,12,0,20090630155230,"<a title=""새창 : 티움 홈페이지로 이동"" href=""http://tum.sktelecom.com"" target=""_blank"">http://tum.sktelecom.com</a>",20211228161412,,,SK텔레콤 미래기술체험관 T.um(티움),http://tong.visitkorea.or.kr/cms/resource/15/2802615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2802615_image2_1.jpg,1,24,A02,A0204,A02040900,서울특별시 중구 을지로 65,(을지로2가) SK T-타워,04539,126.9853648438,37.5663960530,6.0,"<strong>생활 전반이 혁신되는 새로운 세상, 세상 모든 것이 연결되는 미래</strong><br /><br />순수한 우리말로 ‘싹을 틔우다’라는 의미를 보유하고 있는 ICT 뮤지엄으로 SK텔레콤의 기술력을 체험할 수 있는 공간이다. 일방적인 정보전달이나 기능 위주의 체험에 그치던 기존 기업 홍보관의 한계를 탈피해 다양한 ICT 체험이 가능한 환경을 구축하고 있으며, 첨단 기술을 통해 사람과 사람을 연결하고자 하는 기업 정신이 잘 드러나 있는 곳이다.<br />2021년 4월부터 실시간 온라인 투어를 진행하고 있으며 홈페이지를 통해 예약 후 관람이 가능하다. 자세한 내용은 홈페이지 참고<br>",단체관람 최대 10명,없음,없음,불가,만 10세 이상,"·투어 : 체험미래기술, 하이랜드 플랫폼, 3D 영상회의, 가상현실, 비행셔틀 체험<br />
·단체 관람 : 최소 2주 전 별도 예약 신청",0.0,0,0.0,02- 6353-6665,2008년 11월,있음,주말/ 공휴일/ 근로자의 날/ 매달 마지막 주 월요일(시스템 정기 점검),,평일 : 10:00~18:00
2660731,12,0,20200623095036,"<a href=""https://www.donginbi.com/spa_g/spa_g.php""target=""_blank"" title=""새창: 동인비"">https://www.donginbi.com/spa_g/spa_g.php</a>",20210520171645,,,SPA 1899 동인비,,,1,1,A02,A0202,A02020300,서울특별시 강남구 영동대로 416,(대치동),06176,127.0653425868,37.5066377643,6.0,"한방에서는 조금만 움직여도 땀이 나고 더운 여름에는 원기 소모가 심하다고 말한다. 다른 계절보다 더 피로를 느끼기 쉽고 체력이 많이 소모되기 때문에 무엇보다 원기를 보충해주는 것이 중요하다고 설명한다. 이에 <동의보감>에서는 기운을 돋워주는 식품으로 홍삼을 추천한다. <동의보감>에 따르면 '홍삼은 늙지 않고, 오래 살고, 기운을 돋우는 효능이 있다'고 한다. 원기 회복과 피로 해소에 홍삼이 특효라는 의미다. 홍삼은 인삼을 껍질째 3시간 정도 찐 후 서서히 말린 것인데, 찌고 건조하는 과정에서 당 성분이 떨어져나가고 인삼에는 없는 새로운 유효 성분이 생기면서 함량이 풍부해진다. 홍삼에 많은 사포닌 성분은 면역력을 증진하고 원기 회복에 도움을 주는 것으로 유명하다. 진세노사이드 성분은 영양분 흡수와 소화를 돕고 신진대사를 촉진해 원기를 회복시키는 것으로 알려져 있다. 이렇게 몸에 좋은 홍삼을 이용해 전문적인 스파를 제공하는 곳이 있다. 바로 홍삼 명품 브랜드 '정관장'에서 운영하는 SPA 1899 동인비다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-557-8030,,,,,09:00 ~ 23:00
2552690,12,0,20180705224924,"<a href=""http://vr-zone.co.kr
"" target=""_blank"" title=""새창 : VRZONE 용산 아이파크몰점 홈페이지로 이동"">http://vr-zone.co.kr</a>",20220406103040,,,VRZONE 용산 아이파크몰점,http://tong.visitkorea.or.kr/cms/resource/96/2552696_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/96/2552696_image2_1.bmp,1,21,A02,A0203,A02030400,서울특별시 용산구 한강대로23길 55,(한강로3가) 6층(용산 아이파크몰),04377,126.9648510800,37.5298527082,6.0,"VRZONE은 일반적인 VR체험에 머무르지 않고, 각방에 모니터  플레이어로 고객님이 선택하여 체험할 수 있다. 헌티드 시리즈, 로스트시티, 호스 스프린트, 스페이스 델타, 령; 저주받은 인형 등 색다른 컨테츠로 어느곳에서도 경험 하지 못했던 상상 그이상의 현실을 구현한다. HUNTED는 가상의 섬 센트럴시티에서 일어나는 알 수 없는 상황을 조사하러 갔다가 일어나는 악마와 좀비로 부터의 탈출 스토리이며, LOST CITY는 외계로부터 지구를 정복하기 위하여 지구에서 가장 강력했던 생명체인 공룡이 소환되고 이를 저지하는 스토리이다. 스페이스델타는 약 20여가지의 콘텐츠로 놀이기구를 탑승하는 체험을 할 수 있는 기구이다. 놀이기구를 VR로 재현함과 상상만 해왔던 장소를 탐험하는 상상 그이상의 현실을 구현한다.<br>",시간당 60명 수용가능,불가,가능,불가,만 8세 이상,,0.0,0,0.0,02-2039-7521,20180706,있음,연중무휴,,"일~목 11:00 ~ 20:30<br />
금~토 11:00 ~ 21:00"
2553923,12,0,20180717193317,"<a title=""새창 : YTN 이동"" href=""http://tour.ytn.co.kr/#infor"" target=""_blank"">
http://tour.ytn.co.kr/#infor</a>",20220520174340,,,YTN,,,1,13,A02,A0204,A02040800,서울특별시 마포구 상암산로 76,(상암동) YTN 뉴스퀘어,03926,126.8923007450,37.5791790107,,"<strong>뉴스가 만들어지는 현장으로 초대합니다!</strong><br /><br />보는 것을 즐기고, 즐긴 것을 꿈꾸는 YTN은 견학 프로그램을 진행 중이다. 하나의 뉴스가 만들어지기까지의 과정과 YTN 방송국의 역사를 들을 수 있다. 또한 자세한 설명과 생방송 장면을 눈으로 볼 수 있어 생동감 넘치는 견학이 될 것이다. 방송국의 생생한 모습까지 체험 가능하니 방송국에 관심이 있는 학생, 일반인들에게 좋은 기회가 될 것이다.<br>",최소5~20명,없음,없음,없음,중학생 이상,"* 프로그램 : YTN 로비(히스토리 안내) → 스튜디오 관람 → 체험 스튜디오<br>
* 신청방법 : http://tour.ytn.co.kr/#infor > 견학 신청서 작성",0.0,0,0.0,02-398-8183,,있음,"토, 일",,"월~금 10:00, 14:00 (1일2회)"
2553921,12,0,20180717102827,"<a href=""http://tbs.seoul.kr/introduce/visitInfo.do""target=""_blank"" title=""tbs교통방송"">http://tbs.seoul.kr/introduce/visitInfo.do</a>",20211216094626,,,tbs교통방송,,,1,13,A02,A0204,A02040800,서울특별시 마포구 매봉산로 31,(상암동) S-PLEX CENTER,03909,126.8899788302,37.5757849190,,"<strong>오늘의 교통정보는요..!</strong><br /><br />교통정보를 알려주는 tbs교통방송국을 견학해보자. 라디오 주조정실, 생방송 스튜디오, TV주조정실, 라디오 공개 홀 등 방송국의 곳곳을 돌아다녀볼 수 있다. 견학을 위해 1주일 전 사이트에서 사전 예약을 해야 하며, 오전 10시와 오후 2시, 1일 2회 신청가능하다.<br>",한 팀(최소4명~30명) 인솔자를 따라 진행,없음,없음,없음,누구나,"* 견학코스<br>
- 에스플렉스센터 3층 스카이로비 집결(현장 견학일정 안내) → 6층 대회의실(tbs 견학용 홍보영상 상영) → 14층 FM 및 eFM 생방송 스튜디오 → 14층 TV 주조정실 → 12층 라디오공개홀 → 3층 TV 스튜디오<br>
* 신청방법 : http://tbs.seoul.kr/  > 견학신청",0.0,0,0.0,02-311-5603,,있음(대형차 불가),"토, 일",,월~금 10:00~12:00 / 14:00~17:00 (1일2회)
2733967,12,0,20210817094103,"<a href=""https://gahoe.or.kr"" target=""_blank"" title=""새창 : 가회동성당 사이트로 이동"">https://gahoe.or.kr</a>",20211201163312,,,가회동성당,http://tong.visitkorea.or.kr/cms/resource/61/2780561_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2780561_image2_1.png,1,23,A02,A0201,A02010900,서울특별시 종로구 북촌로 57,(가회동),03052,126.9846616856,37.5820858828,6.0,"가회동성당이 위치한 북촌 일대는 최초의 선교사 주문모(周文謨, 야고보) 신부가 조선에 밀입국하여 1795년 4월 5일 부활 대축일에 최인길(崔仁吉, 마티아)의 집에서 조선 땅에서의 ‘첫 미사’를 집전한 지역이다. 본당 관할구역은 주문모 신부가 강완숙(姜完淑, 골롬바)의 집에 숨어 지내면서 사목활동을 펼쳤던 지역으로서 한국 교회사에서 매우 중요한 의미가 있다.<br>정식으로 본당이된 것은 1949년이고, 이후 1954년에 성전이 완공되었다. 하지만 성전이 낡아 2011년부터 옛 성전을 허물고 현재의 새 성전을 짓게 되었다. 2013년 11월 21일 준공되었고, 준공 3일 후인 24일(그리스도왕대축일)에 입주하여 입주미사를 봉헌하였다. 현재의 동서양 건축양식이 어우러진 새 성전은 과거의 역사를 되살리고자 2014년 4월 20일 부활대축일에 서울교구장 염수정 추기경님에 의하여 축성되었다. (출처 : 가회동성당 홈페이지)<br>* 서울대교구 성지 순례길 2코스 (생명의 길) 시작 성지<br>* 2017년 배우 김태희와 가수 비가 결혼한 장소로도 유명",,없음,불가,불가,,성지순례 - 서울대교구 성지 순례길 2코스 (생명의 길),0.0,0,0.0,02-763-1570,,가능 (지하 주차장),월요일 (미사 후),,"주일 미사 - 06:00 (새벽미사) 11:00 (교중미사)  18:00 (학생미사) <br>
토요일 - 18:00 (저녁 주일미사) <br>
평일 미사 - 월요일 06:00 화요일 19:00 수요일 10:00 목요일 19:00 금요일 10:00 <br>  
[월요일은 휴무로 미사 후 성당 문을 닫음]"
2763807,12,0,20211027143001,,20211111104249,,,간데메공원,http://tong.visitkorea.or.kr/cms/resource/49/2773049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2773049_image3_1.jpg,1,11,A02,A0202,A02020700,서울특별시 동대문구 서울시립대로2길 59,(답십리동),02595,127.0490977427,37.5728520032,6.0,"서울 동대문구 답십리 천변에 위치한 근린공원이다. 어린이 놀이터와 연못, 팔각정 정자, 장미 넝쿨 터널, 소나무 쉼터, 산책로까지 작지만 아기자기하게 조성된 공원이다. 농구장과 배드민턴장도 있다. 전매청 자리를 공원으로 조성하면서 옛날 답십리 일대 간데메(中山) 자연 부락 마을의 토박이 이름을 따서 간데메공원이라 이름을 정했다고 한다.",,없음,없음,가능,,,0.0,0,0.0,02-2249-2770,,예정(2021년 12월 간데메공원 지하주차장),,,00:00 ~ 24:00
1116925,12,0,20101026223528,"<a href=""http://www.yangcheon.go.kr/"" target=""_blank"" title=""새창: 양천구 "">http://www.yangcheon.go.kr/</a>",20220524174621,,,갈산근린공원,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,1,19,A02,A0202,A02020700,서울 양천구 신정동 162-56,,08104,126.8684105358,37.5061176314,6.0,"대체로 산세가 둥근 양천구의 다른 산들과는 달리 갈산은 동쪽 부분이 벼랑처럼 깍인 절경을 뽐낸다. 안양천의 오랜 침식작용으로 산 정상이 칼날처럼 변한 것으로 '칼산'이라는 이름으로 불리다가 '갈산'으로 순화되었다. 갈산 입구에는 어린이교통공원이 들어서 있고, 중턱에는 중심광장과 산책로 등의 쉼터 그리고 정상에는 전망대가 있어 양천을 한눈에 감상할 수 있다. 갈산 정상에는 '갈산정'과 함께 그 옆으로 우리나라 최초의 '대삼각본점'이 설치되어 있다. 이 삼각점은 모든 측량의 기준이 되는 중요한 국가시설물로 1910년 6월 우리나라 최초로 토지조사 사업을 위해 설치한 측량기준점으로 서울시 미래유산으로 지정된 양천구의 중요한 문화유산이다.<br>",,없음,없음,없음,,,0.0,0,0.0,양천구청 공원녹지과 02-2620-3576,,있음,연중개방,,
294439,12,0,20071127005251,,20220610165847,,,감로암(서울),http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,1,23,A02,A0201,A02010800,서울특별시 종로구 율곡로23길 16,(충신동),03099,127.0066015446,37.5753148419,6.0," 동대문에서 대학로로 들어가는 율곡로 대로변에 자그마한 사찰이 있다. 그 이름도 특이하게 목마른 중생에게 구제의 감로를 준다는'감로암'이다. 도심 속 삭막한 빌딩 숲 사이에 아직 개발되지 않은 주택가 그 곳에 정말 도심에서 보기 힘든 자그마한 암자가 있다. 규모로 보나 사세로 보나 정말 암자의 수준이지만, 그 역사는 벌써 100여년이 흘렀다. 가람은 대로변에서 주택가로 나 있는 골목길을 따라 들어서면 보이는 곳에, 여느 주택과 별반 차이없이 건물을 지어 불상을 봉안하고 예배하고 있다. 하지만 여법하게 산문을 만들고 단청을 하며, 기와를 엮어 고풍스런 가람의 멋을 느끼게 한다.옛부터 관음영험도량으로 알려진 감로암은 동네 어르신들, 특히 할머니들의 다담방, 기도처로 알려져 있다. 감로암은 사찰의 이름처럼 누군가 구제 받을 수 있고, 고통에서 벗어날 수 있는 감로가 있는 곳이다. 지금은 마시지 못하지만 보타전 아래에는 여전히 그 옛날 감로의 맛을 느끼게 했던 감로가 흐르고 있다.<br>",,없음,없음,불가,,,0.0,0,0.0,02-762-5861,,,연중무휴,,
264570,12,0,20050623134701,"<a href=""http://www.gangnam.go.kr/main.do"" target=""_blank"" title=""새창:  강남구청 "">http://www.gangnam.go.kr/main.do</a>",20210601104414,,,강남,http://tong.visitkorea.or.kr/cms/resource/08/1984608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1984608_image3_1.jpg,1,1,A02,A0203,A02030600,서울특별시 강남구 역삼동,(역삼동),06232,127.0281573537,37.4970465429,6.0,"강남역 주변은 강남 지역에 있어서 교통의 핵심인 곳이다. 강남대로를 중심으로 동쪽으로는 테헤란로가 뻗어 있어 잠실 방향과 이어지며, 서쪽으로는 사당 방면으로 연결된다. 교보타워 사거리에서 좌측으로는 고속터미널과 이어져 노량진 및 서부 서울로 연결되며, 그대로 북쪽으로는 한남대교를 거쳐 강북으로 연결된다. 그리고 남쪽으로는 양재를 거쳐 분당 등의 신도시와 성남시 등 수도권으로 연결된다. 많은 유동인구가 강남역으로 모이는 이유는 강남역 부근이 만남을 위한 약속장소로 적합하기 때문이다. 각종 모임이나 행사 또는 개인적인 만남을 갖기에 좋은 지역적, 상권적 특성을 지니고 있다. 따라서 평일에는 주로 저녁 시간대, 주말의 경우는 낮부터 강남역 10, 11번 출구, 롯데시네마 앞(구,시티극장), 지오다노 매장 앞 등에서 많은 사람들로 붐비는 것을 흔히 볼 수 있다.<br /><br />편리한 교통과 다수의 패션관련 매장, 극장, 대형서점 등 소비를 하기 좋은 이러한 환경이 거리가 먼 지역의 소비자들까지 강남역으로 모이게 하고 있다. 강남구에서는 내ㆍ외국인 관광객에게 종합관광서비스는 물론, 강남구의 우수 인프라인 의료와 한류에 대하여 보고, 느끼고, 즐길 수 있는 체험형 관광거점시설인 강남관광정보센터를 건립ㆍ운영하고 있으며, 강남관광정보센터는 서울과 강남의 주요 관광명소를 안내하고 관광객 편의시설을 갖춘 ‘종합관광안내센터’와 강남구 특화 병원과 진료 프로그램을 소개하고 체험할 수 있는 ‘메디컬투어센터’,  한류 스타를 활용하여 다양한 한류체험이 가능한 ‘한류체험관’으로 구성되어있다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-3445-0111,,주차 가능,,,24시간
2456536,12,0,20161214231140,,20220404170108,,,강남 마이스 관광특구,,,1,1,A02,A0202,A02020200,서울특별시 강남구 영동대로 513,(삼성동),06164,127.0591318945,37.5118092746,6.0,"일찍이 무역센터가 자리잡으며 국제 교류의 메카로 손꼽혀온 강남 삼성동 일대는, 세계에서 모여든 최첨단 비즈니스맨에게 한국을 알리는 창구 역할을 해왔다. 여기에 1990년대부터 강남 특유의 젊은 문화가 유입되면서 무역센터 일대는 비즈니스의 장이자 젊은 문화의 랜드마크라는 복합적인 성격을 띠며 발전했다. 2014년 싸이의 '강남스타일' 열풍과 더불어 국제교류 비즈니스 산업과 한류문화의 공생을 강화하기 위해 이 일대가 강남마이스 관광특구로 지정되었다. 강남 마이스 관광특구는 무역센터 일대로, 전시와 컨벤션, 세미나, 국제 전시회, 컨퍼런스 등이 이어지는 코엑스를 중심으로 자리잡고 있고, 백화점, 호텔, 면세점, 도심공항터미널이 유기적으로 물려 있어, 국내뿐만이 아니라 외국인 관광객이 끊이지 않는다. 특히 가수 싸이의 '강남스타일'의 세계적인 열풍 이후 문화공간으로서의 가치가 다시 한번 주목받고 있다. 최근에는 말춤을 형상화한 '강남스타일 랜드마크'가 조성되어, 새로운 명물로 떠오르고 있다. 또한 매년 C페스티벌도 열리고 있다. 한류 문화 콘텐츠를 중심에 둔 C 페스티벌은 가요부터 회화와 조각,만화, 캐릭터 상품, 게임 등 복합 문화가 어우러진 축제의 장으로서, 강남 마이스를 대표하는 축제다. 앞으로 강남 마이스 관광특구 일대는 한국판 타임스 스퀘어인 ‘KoMAD(Korea Media Art District(가칭))’로 조성된다. 최첨단 디스플레이를 활용해 홀로그램과 증강현실을 체험하고, 건물 외벽에 설치된 초대형 LED 전광판에서 표출되는 미디어아트의 장관과 화려한 광고를 감상할 수 있다.<br /><br />
* 강남 마이스 관광특구 현황<br />1) 벙위 / 서울특별시 강남구 삼성동 일대<br />2) 면적 / 190,386㎡<br />3) 관광특구 지정일 / 2014년 12월 29일<br /><br />* 강남 마이스 관광특구 시설 현황<br />코엑스전시컨벤션센터, 코엑스 아쿠아리움, 코엑스 아티움, 메가박스, 현대백화점, 그랜드인터콘티넨탈호텔, 도심공항터미널 등<br>",,없음,없음,없음,,,0.0,0,0.0,02-3445-0111,,주차장 이용 가능,,,
1949905,12,0,20140923030533,"<a href=""https://www.seoulcitytourbus.co.kr/"" target=""_blank"" title=""새창: 서울 시티투어버스"">https://www.seoulcitytourbus.co.kr/</a>",20220316131059,,,강남 시티투어 (트롤리버스),http://tong.visitkorea.or.kr/cms/resource/75/1258175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1258175_image3_1.jpg,1,1,A02,A0203,A02030400,서울특별시 강남구 압구정로 161,,06001,127.0264344408,37.5269874797,6.0,"강남의 주요 관광명소를 순환하는 셔틀버스로, 2016년 5월부터 세빛섬 정거장에서 강북을 여행하는 서울시티투어버스로 환승이 가능하도록 통합 운영 중이다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-777-6090,,,,,
127377,12,0,20040227090000,"<a href=""http://culture.gangdong.go.kr/"" target=""_blank"" title=""강동 문화관광 사이트로 이동"">http://culture.gangdong.go.kr</a>",20220330175631,,,강동예찬시비,http://tong.visitkorea.or.kr/cms/resource/60/720460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/720460_image3_1.jpg,1,2,A02,A0205,A02050200,서울특별시 강동구 천호동,,05246,127.1207004140,37.5426873535,6.0,"조선 초기의 서거정 선생이 지은 해질 무렵의 한강변과 강동지역의 아름다운 전원풍경을 노래한 시를 옛 광나루였던 광진교 입구에 한강의 쌍돛배의 모습으로 강동예찬시비를 건립하였다. 강동예찬시비는 한강을 조망하는 훌륭한 쉼터이며, 또한 지방자치시대를 맞아 지역주민들이 고장에 대한 자긍심과 애향심을 간직할 수 있는 한강변의 문화명소이다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-3425-5253,,,,,24시간
128961,12,0,20060508090000,"<a href=""http://ispaland.co.kr/""target=""_blank"" title=""새창:강변스파랜드"">http://ispaland.co.kr/</a>",20220525140303,,,강변스파랜드,http://tong.visitkorea.or.kr/cms/resource/13/1984613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1984613_image3_1.jpg,1,6,A02,A0202,A02020400,서울특별시 광진구 구의강변로 45,(구의동),05049,127.0916116181,37.5348266305,6.0,"강변스파랜드는 9917.4m²(3,000평) 규모의 지하 1,200m 게르마늄 탄산 암반유황천의 재래식 불한증막 및 사우나로 한국 최초, 최고의 발맛사지탕을 무료로 이용할 수 있으며, 한차원 높은 문화공간 체험이 가능한 곳이다. 후불제 정산시스템을 도입하여 락커키로 편리하게 시설들을 사용할 수 있으며, 지하 2층은 사우나, 지하 1층은 공용 찜질방이다. 세련된 인테리어와 유황 성분이 함유된 사우나 물은 매끄럽고 피부에도 좋다고 한다. 재래식 소나무장작 불한증막, 넓은 남.녀 공용홀을 비롯하여 숯방, 소금방, 은피라미드방, 황토불가마 등 다양한 찜질방과 야외 공기와 연결되는 발맛사지탕과 이글루체험방, 옥냉방 그외 휴식공간으로 산소방, 생잣나무방, 황토토굴방이 있으며 스넥코너, 아이스크림코너,한식당, 분식당, 헬스장, 에어로빅실, 영화방, 만화대여점(보드게임대여점, 어린이방), 매점, 스포츠마사지, 네일아트, 피부관리실, 좌욕실 등 각종 편의시설이 구비되어 있다.<br>",,불가,가능,불가,,,0.0,0,0.0,02-455-3737,,주차 가능,연중무휴,,"24시간<br />
주간 : 05:00~20:00 / 야간 20:00~05:00"
809490,12,0,20090924090047,"<a href=""http://hangang.seoul.go.kr/archives/46788"" target=""_blank"" title=""강서한강공원 사이트로 이동"">http://hangang.seoul.go.kr/archives/46788</a>",20220322155331,,서울특별시 한강사업본부,강서습지생태공원,http://tong.visitkorea.or.kr/cms/resource/81/1894481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1894481_image3_1.jpg,1,4,A01,A0101,A01010500,서울특별시 강서구 양천로27길 279-23,(방화동),07518,126.8171490732,37.5860879769,6.0,"방화대교 남쪽 끝에서 행주대교 남쪽 끝 사이 한강 둔치에 있는 생태공원이다. 서울시 생태관광명소 30개소 중 하나로 선정된 강서습지생태공원은&nbsp;담수지·저습지 등을 조성하고 습생·수생식물을 심은 습지공원으로 2002년 7월에 개원되었다. 하중도, 자연관찰로, 습초지 등 습지 생태계를 복원하여 하천의 자연정화 기능을 제공한다. 갈대밭·버드나무숲이 어우러진 습지를 가로질러 두 곳의 탐방로와 철새 조망대 등이 있다. 여름과 겨울에는 철새들이 찾아들며, 다양한 생태학습 프로그램을 운영하고 있다. 또한 방화대교 하부, 가족 피크닉장 앞, 행주대교 하부에는 체력단련기구 등을 갖춰 시민의 여가활동과 스포츠 공간으로서의 기능을 하고있다.
* 면적 : 370,000㎡",,가능,없음,없음,,"생태학습프로그램 운영 (생태학교, 관찰교실)<br>
생태교육 프로그램 참여를 원하는 경우에는 미리 인터넷 예약 필. (한강사업본부 홈페이지-예약하기-생태프로그램)<br>",0.0,0,0.0,한강사업본부 강서안내센터 02-3780-0621~3,2002년 7월 1일,"있음(160대, 장애인구역 6대 포함)",연중무휴,,일출 후부터 일몰 전까지 자유롭게 이용 가능
2733968,12,0,20210817094655,"<a href=""http://hangang.seoul.go.kr/archives/46788/"" target=""_blank"" title=""새창 : 강서한강공원 사이트로 이동"">http://hangang.seoul.go.kr/archives/46788/</a>",20211124160521,,,강서한강공원,http://tong.visitkorea.or.kr/cms/resource/11/2779111_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/11/2779111_image2_1.png,1,4,A02,A0202,A02020700,서울특별시 강서구 양천로27길 279-23,(방화동),07518,126.8171490732,37.5860879769,6.0,"강서한강공원은 한강 남단 가양대교에서 서울-김포시 경계까지이며, 습지 생태공원과 체육공원이 결합한 테마형 공원이다.<br>서울시 생태관광명소 30개소 중 하나로 선정된 강서습지생태공원은 하중도, 자연관찰로, 습초지토 등 습지 생태계를 복원하여 하천의 자연정화 기능을 제공하고, 방화대교 하부, 가족 피크닉장 앞, 행주대교 하부에는 체력단련기구 등을 갖춰 시민의 여가활동과 스포츠 공간으로써의 기능을 하고 있다.",,없음,없음,가능,,,0.0,0,0.0,02-3780-0621~3,,,연중무휴,,오전 09:00 ~ 오후 18:00
2591792,12,0,20190313221125,,20220420171114,,,개봉 유수지,http://tong.visitkorea.or.kr/cms/resource/88/2591788_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/88/2591788_image2_1.bmp,1,7,A02,A0202,A02020700,서울특별시 구로구 개봉동,(개봉동),08329,126.8634058253,37.4922691511,6.0,"유수지의 특성을 고려한 안정적인 생태기반환경 복원과 주변 주거지역과 연계한 다양한 서식공간 조성으로 종다양성 증진, 목감천의 하천생태축과 연계한 도시생태 네트워크 구축했다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-860-3114,,,,,
126501,12,0,20031230000000,"<a href=""http://www.gaeunsa.org/"" target=""_blank"" title=""개운사 사이트로 이동"">http://www.gaeunsa.org</a>",20210702142413,,,개운사(서울),http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image3_1.jpg,1,17,A02,A0201,A02010800,서울특별시 성북구 개운사길 73,,02842,127.0280213987,37.5899857439,6.0,"서울 성북구 안암동 네거리에서 약 500m쯤 북쪽으로 올라간 곳에 자리 잡고 있다. 고려대학교와 고려대부속병원 사이다. 개운사는 조선 태조 이성계의 왕사인 무학대사가 1396년에 세웠다. 넓은 뜰과산 비탈을 타고 앉은 한적한 경내는 도심 속의 좋은 쉼터역할을 하며, 중앙승가대학(현재는 김포에 위치)이 있던 곳으로 20세기 이후에 한국 교육불사와 불교의 진보적인 운동을 주도해 왔다.<br>",,없음,없음,불가,,,0.0,0,0.0,02-926-4069,,주차 가능,,,
2733966,12,0,20210817094201,,20211125165153,,,거리공원,http://tong.visitkorea.or.kr/cms/resource/86/2780786_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/86/2780786_image2_1.png,1,7,A02,A0202,A02020700,서울특별시 구로구 공원로 28,(구로동),08297,126.8916141551,37.4997993352,6.0,"구로구(九老區)는 옛날에 노인 9명이 오래도록 장수하였다는 전설로부터 유래된 지역이다. 서울특별시 구로구 구로동 106-5번지 가마 산길 거리공원오거리에서 구로구 구로동 3-55번지 신도림역에 이르는 보조 간 선급 가로를 거리공원길이라고 하는데, 구로 거리공원을 따라 이어진 길이라는 의미에서 거리공원길이라고 이름 붙였다.",,없음,없음,가능,,없음,0.0,0,0.0,02-860-2947,,없음,연중무휴,,
2758868,12,0,20211019192122,,20220705145052,,,거북선나루터,http://tong.visitkorea.or.kr/cms/resource/84/2791384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2791384_image2_1.jpg,1,21,A01,A0101,A01011800,서울 용산구 이촌동 302-183,,,126.9676539295,37.5182707714,6.0,"서울 한강공원 이촌지구에 위치한 거북선 나루터는 도하(渡河)체험장 및 수상레포츠 시설로 일반인들과 단체 생활의 팀워크 훈련장으로 이용되는 선착장이다. 거북선나루터는 1990년 10월 1일 국군의 날을 기념하여 180t 급 거북선 실물 크기로 제작된 거북선의 닻을 이곳에 내리고 유람선을 운영, 전시장으로 사용했었던 것에서 붙여진 이름으로 당시 거북선 유람선은 2005년부터 이순신 장군 한산대첩의 전승지인 통영시에서 운행 중이다. 주변을 따라 대나무숲, 갈대, 들꽃이 철 따라 피어나서 시민들의 산책과 운동코스로 자주 이용되고 있으며 매년 10월 열리는 불꽃축제 명당자리로도 유명하다. 4호선 이촌역 3-1번 출구로 나와 이촌한강공원 LG한강자이 아래 있다.",,없음,가능,가능,,,0.0,0,0.0,02-3780-0551~4,,있음(이촌한강공원주차장),,,00:00 ~ 24:00
294505,12,0,20071127021151,"<a href="" https://www.templestay.com/temple_info.asp?t_id=kyungguksa "" target=""_blank"" >☞ 템플스테이 보러가기 </a>",20220223175745,,,경국사(서울),http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,1,17,A02,A0201,A02010800,서울특별시 성북구 보국문로 113-10,,02705,127.0045811572,37.6150157461,6.0,삼각산(현 북한산)의 정기를 받아 정릉천이 흘러내리는 맑은 골에 자리잡은 경국사는 고려말에 창건된 고찰이다. 크고작은 전각들이 언덕 곳곳에 들어앉아 더욱 산사의 분위기를 내는 사찰이다.,,불가,불가,불가,미취학아동 보호자 동반아래 가능,,0.0,0,0.0,02-914-2828,,주차 가능,,,
